group_of_standard,Углерод,Кремний,Марганец,Сера,Фосфор,Хром,Никель,Медь,Алюминий,Титан,Ванадий,Ниобий,Молибден,Бор,Кальций,Цинк,Олово,Мышьяк,Железо,Азот,C_EKV,K_SVAR,номер раската
0,0.08,0.23,1.75,0.003,0.009,0.05,0.18,0.14,0.027,0.021,0.005,0.055,0.004,0.0004,0.002,0.0013,0.0042,0.0031,97.4272,0.005,0.4,0.19,7
0,0.07,0.24,1.73,0.002,0.01,0.04,0.17,0.12,0.034,0.023,0.005,0.053,0.003,0.0004,0.002,0.0015,0.0037,0.0029,97.4642,0.005,0.39,0.18,4
0,0.07,0.24,1.73,0.002,0.01,0.04,0.17,0.12,0.034,0.023,0.005,0.053,0.003,0.0004,0.002,0.0015,0.0037,0.0029,97.4642,0.005,0.39,0.18,5
0,0.07,0.24,1.7,0.003,0.009,0.06,0.17,0.15,0.037,0.02,0.004,0.048,0.007,0.0005,0.003,0.0013,0.0041,0.0042,97.445,0.006,0.39,0.18,12
0,0.07,0.24,1.7,0.003,0.009,0.06,0.17,0.15,0.037,0.02,0.004,0.048,0.007,0.0005,0.003,0.0013,0.0041,0.0042,97.445,0.006,0.39,0.18,8
0,0.08,0.27,1.73,0.002,0.009,0.04,0.17,0.14,0.032,0.02,0.004,0.052,0.003,0.0005,0.001,0.0014,0.0034,0.0036,97.4224,0.006,0.4,0.19,12
0,0.08,0.27,1.73,0.002,0.009,0.04,0.17,0.14,0.032,0.02,0.004,0.052,0.003,0.0005,0.001,0.0014,0.0034,0.0036,97.4224,0.006,0.4,0.19,11
0,0.07,0.24,1.74,0.002,0.01,0.05,0.18,0.14,0.04,0.023,0.004,0.05,0.002,0.0005,0.002,0.0019,0.0029,0.0021,97.3767,0.004,0.39,0.18,16
0,0.07,0.24,1.74,0.002,0.01,0.05,0.18,0.14,0.04,0.023,0.004,0.05,0.002,0.0005,0.002,0.0019,0.0029,0.0021,97.3767,0.004,0.39,0.18,12
0,0.07,0.24,1.72,0.003,0.007,0.05,0.18,0.15,0.034,0.02,0.003,0.052,0.004,0.0006,0.002,0.0009,0.0042,0.0026,97.3874,0.006,0.39,0.18,14
0,0.07,0.24,1.72,0.003,0.007,0.05,0.18,0.15,0.034,0.02,0.003,0.052,0.004,0.0006,0.002,0.0009,0.0042,0.0026,97.3874,0.006,0.39,0.18,4
0,0.07,0.24,1.72,0.003,0.007,0.05,0.18,0.15,0.034,0.02,0.003,0.052,0.004,0.0006,0.002,0.0009,0.0042,0.0026,97.3874,0.006,0.39,0.18,3
0,0.07,0.24,1.72,0.003,0.007,0.05,0.18,0.15,0.034,0.02,0.003,0.052,0.004,0.0006,0.002,0.0009,0.0042,0.0026,97.3874,0.006,0.39,0.18,2
0,0.07,0.24,1.72,0.003,0.007,0.05,0.18,0.15,0.034,0.02,0.003,0.052,0.004,0.0006,0.002,0.0009,0.0042,0.0026,97.3874,0.006,0.39,0.18,13
0,0.07,0.24,1.72,0.003,0.007,0.05,0.18,0.15,0.034,0.02,0.003,0.052,0.004,0.0006,0.002,0.0009,0.0042,0.0026,97.3874,0.006,0.39,0.18,16
0,0.07,0.24,1.73,0.002,0.007,0.03,0.2,0.14,0.045,0.024,0.003,0.051,0.002,0.0004,0.001,0.0015,0.0028,0.0032,97.3631,0.004,0.39,0.18,16
0,0.07,0.24,1.73,0.002,0.007,0.03,0.2,0.14,0.045,0.024,0.003,0.051,0.002,0.0004,0.001,0.0015,0.0028,0.0032,97.3631,0.004,0.39,0.18,4
3,0.07,0.27,1.73,0.002,0.009,0.06,0.19,0.14,0.035,0.021,0.004,0.051,0.003,0.0006,0.002,0.0015,0.0029,0.0021,97.3399,0.005,0.39,0.18,3
0,0.07,0.27,1.73,0.002,0.009,0.06,0.19,0.14,0.035,0.021,0.004,0.051,0.003,0.0006,0.002,0.0015,0.0029,0.0021,97.3399,0.005,0.39,0.18,17
0,0.06,0.21,1.72,0.003,0.008,0.04,0.17,0.12,0.039,0.023,0.003,0.052,0.002,0.0003,0.002,0.0002,0.0031,0.003,97.5221,0.004,0.37,0.16,17
0,0.06,0.21,1.72,0.003,0.008,0.04,0.17,0.12,0.039,0.023,0.003,0.052,0.002,0.0003,0.002,0.0002,0.0031,0.003,97.5221,0.004,0.37,0.16,16
0,0.07,0.28,1.72,0.002,0.013,0.05,0.17,0.14,0.04,0.024,0.003,0.05,0.004,0.0006,0.002,0.0005,0.0038,0.0036,97.3438,0.005,0.39,0.18,7
0,0.07,0.28,1.72,0.002,0.013,0.05,0.17,0.14,0.04,0.024,0.003,0.05,0.004,0.0006,0.002,0.0005,0.0038,0.0036,97.3438,0.005,0.39,0.18,5
0,0.07,0.22,1.72,0.003,0.012,0.05,0.17,0.15,0.039,0.021,0.007,0.049,0.004,0.0005,0.002,0.0007,0.0039,0.0032,97.4123,0.004,0.39,0.18,17
0,0.07,0.22,1.72,0.003,0.012,0.05,0.17,0.15,0.039,0.021,0.007,0.049,0.004,0.0005,0.002,0.0007,0.0039,0.0032,97.4123,0.004,0.39,0.18,15
0,0.07,0.23,1.74,0.002,0.008,0.07,0.18,0.13,0.036,0.022,0.003,0.051,0.015,0.0005,0.002,0.0009,0.0034,0.0031,97.368,0.004,0.4,0.18,5
0,0.07,0.23,1.74,0.002,0.008,0.07,0.18,0.13,0.036,0.022,0.003,0.051,0.015,0.0005,0.002,0.0009,0.0034,0.0031,97.368,0.004,0.4,0.18,10
0,0.07,0.24,1.74,0.003,0.008,0.04,0.17,0.16,0.038,0.02,0.003,0.051,0.003,0.0005,0.003,0.0011,0.0046,0.0036,97.3693,0.003,0.39,0.18,10
0,0.07,0.24,1.74,0.003,0.008,0.04,0.17,0.16,0.038,0.02,0.003,0.051,0.003,0.0005,0.003,0.0011,0.0046,0.0036,97.3693,0.003,0.39,0.18,4
0,0.06,0.24,1.74,0.003,0.008,0.02,0.15,0.11,0.038,0.019,0.004,0.051,0.002,0.0004,0.002,0.0022,0.0028,0.0026,97.5139,0.005,0.37,0.16,7
0,0.06,0.24,1.74,0.003,0.008,0.02,0.15,0.11,0.038,0.019,0.004,0.051,0.002,0.0004,0.002,0.0022,0.0028,0.0026,97.5139,0.005,0.37,0.16,12
0,0.07,0.22,1.73,0.003,0.008,0.04,0.18,0.15,0.034,0.02,0.004,0.054,0.003,0.0005,0.002,0.0024,0.0037,0.0027,97.4192,0.005,0.39,0.18,11
0,0.07,0.22,1.73,0.003,0.008,0.04,0.18,0.15,0.034,0.02,0.004,0.054,0.003,0.0005,0.002,0.0024,0.0037,0.0027,97.4192,0.005,0.39,0.18,12
3,0.07,0.26,1.74,0.002,0.01,0.03,0.17,0.15,0.044,0.025,0.004,0.051,0.003,0.0004,0.001,0.0011,0.0028,0.0042,97.3524,0.005,0.39,0.18,17
3,0.07,0.26,1.74,0.002,0.01,0.03,0.17,0.15,0.044,0.025,0.004,0.051,0.003,0.0004,0.001,0.0011,0.0028,0.0042,97.3524,0.005,0.39,0.18,5
3,0.07,0.26,1.74,0.003,0.01,0.04,0.16,0.13,0.036,0.021,0.005,0.05,0.002,0.0004,0.002,0.0006,0.0033,0.0028,97.4577,0.007,0.39,0.18,10
3,0.07,0.26,1.74,0.003,0.01,0.04,0.16,0.13,0.036,0.021,0.005,0.05,0.002,0.0004,0.002,0.0006,0.0033,0.0028,97.4577,0.007,0.39,0.18,7
3,0.07,0.26,1.72,0.002,0.01,0.05,0.18,0.15,0.043,0.021,0.002,0.052,0.004,0.0005,0.002,0.0012,0.004,0.0048,97.3454,0.004,0.39,0.18,15
3,0.07,0.26,1.72,0.002,0.01,0.05,0.18,0.15,0.043,0.021,0.002,0.052,0.004,0.0005,0.002,0.0012,0.004,0.0048,97.3454,0.004,0.39,0.18,10
3,0.07,0.22,1.74,0.003,0.009,0.05,0.17,0.16,0.04,0.021,0.004,0.048,0.004,0.0005,0.002,0.0013,0.0041,0.0045,97.3985,0.005,0.39,0.18,9
3,0.07,0.22,1.74,0.003,0.009,0.05,0.17,0.16,0.04,0.021,0.004,0.048,0.004,0.0005,0.002,0.0013,0.0041,0.0045,97.3985,0.005,0.39,0.18,4
3,0.07,0.27,1.72,0.003,0.011,0.05,0.18,0.13,0.038,0.022,0.004,0.05,0.003,0.0005,0.001,0.001,0.0039,0.0037,97.3919,0.005,0.39,0.18,11
3,0.07,0.27,1.72,0.003,0.011,0.05,0.18,0.13,0.038,0.022,0.004,0.05,0.003,0.0005,0.001,0.001,0.0039,0.0037,97.3919,0.005,0.39,0.18,12
3,0.07,0.25,1.72,0.003,0.008,0.04,0.16,0.12,0.036,0.02,0.003,0.047,0.003,0.0004,0.002,0.0008,0.0027,0.0027,97.4852,0.005,0.38,0.18,2
3,0.07,0.25,1.72,0.003,0.008,0.04,0.16,0.12,0.036,0.02,0.003,0.047,0.003,0.0004,0.002,0.0008,0.0027,0.0027,97.4852,0.005,0.38,0.18,4
3,0.07,0.25,1.72,0.003,0.008,0.04,0.16,0.12,0.036,0.02,0.003,0.047,0.003,0.0004,0.002,0.0008,0.0027,0.0027,97.4852,0.005,0.38,0.18,9
3,0.07,0.25,1.72,0.003,0.008,0.04,0.16,0.12,0.036,0.02,0.003,0.047,0.003,0.0004,0.002,0.0008,0.0027,0.0027,97.4852,0.005,0.38,0.18,3
3,0.07,0.25,1.72,0.003,0.008,0.04,0.16,0.12,0.036,0.02,0.003,0.047,0.003,0.0004,0.002,0.0008,0.0027,0.0027,97.4852,0.005,0.38,0.18,10
3,0.07,0.25,1.72,0.003,0.008,0.04,0.16,0.12,0.036,0.02,0.003,0.047,0.003,0.0004,0.002,0.0008,0.0027,0.0027,97.4852,0.005,0.38,0.18,5
3,0.07,0.24,1.75,0.003,0.009,0.03,0.18,0.17,0.043,0.021,0.004,0.052,0.004,0.0004,0.001,0.0015,0.0036,0.0033,97.4078,0.004,0.39,0.18,4
3,0.07,0.24,1.75,0.003,0.009,0.03,0.18,0.17,0.043,0.021,0.004,0.052,0.004,0.0004,0.001,0.0015,0.0036,0.0033,97.4078,0.004,0.39,0.18,2
3,0.07,0.24,1.73,0.002,0.01,0.04,0.17,0.12,0.034,0.023,0.005,0.053,0.003,0.0004,0.002,0.0015,0.0037,0.0029,97.4642,0.005,0.39,0.18,15
3,0.07,0.24,1.73,0.002,0.01,0.04,0.17,0.12,0.034,0.023,0.005,0.053,0.003,0.0004,0.002,0.0015,0.0037,0.0029,97.4642,0.005,0.39,0.18,8
3,0.07,0.22,1.71,0.003,0.008,0.04,0.19,0.12,0.038,0.021,0.004,0.05,0.002,0.0004,0.002,0.0008,0.0028,0.0027,97.4973,0.005,0.38,0.17,10
3,0.07,0.22,1.71,0.003,0.008,0.04,0.19,0.12,0.038,0.021,0.004,0.05,0.002,0.0004,0.002,0.0008,0.0028,0.0027,97.4973,0.005,0.38,0.17,5
3,0.07,0.23,1.71,0.002,0.008,0.05,0.19,0.13,0.032,0.02,0.005,0.052,0.002,0.0005,0.002,0.0007,0.003,0.0025,97.4548,0.006,0.39,0.18,10
3,0.07,0.23,1.71,0.002,0.008,0.05,0.19,0.13,0.032,0.02,0.005,0.052,0.002,0.0005,0.002,0.0007,0.003,0.0025,97.4548,0.006,0.39,0.18,9
3,0.06,0.21,1.7,0.003,0.009,0.04,0.19,0.14,0.032,0.022,0.005,0.052,0.002,0.0003,0.002,0.0002,0.0031,0.0027,97.5108,0.004,0.37,0.16,8
3,0.06,0.21,1.7,0.003,0.009,0.04,0.19,0.14,0.032,0.022,0.005,0.052,0.002,0.0003,0.002,0.0002,0.0031,0.0027,97.5108,0.004,0.37,0.16,6
3,0.08,0.23,1.75,0.003,0.009,0.05,0.18,0.14,0.027,0.021,0.005,0.055,0.004,0.0004,0.002,0.0013,0.0042,0.0031,97.4272,0.005,0.4,0.19,14
3,0.08,0.23,1.75,0.003,0.009,0.05,0.18,0.14,0.027,0.021,0.005,0.055,0.004,0.0004,0.002,0.0013,0.0042,0.0031,97.4272,0.005,0.4,0.19,14
3,0.08,0.23,1.75,0.003,0.009,0.05,0.18,0.14,0.027,0.021,0.005,0.055,0.004,0.0004,0.002,0.0013,0.0042,0.0031,97.4272,0.005,0.4,0.19,9
3,0.08,0.23,1.75,0.003,0.009,0.05,0.18,0.14,0.027,0.021,0.005,0.055,0.004,0.0004,0.002,0.0013,0.0042,0.0031,97.4272,0.005,0.4,0.19,9
3,0.08,0.23,1.75,0.003,0.009,0.05,0.18,0.14,0.027,0.021,0.005,0.055,0.004,0.0004,0.002,0.0013,0.0042,0.0031,97.4272,0.005,0.4,0.19,8
3,0.08,0.23,1.75,0.003,0.009,0.05,0.18,0.14,0.027,0.021,0.005,0.055,0.004,0.0004,0.002,0.0013,0.0042,0.0031,97.4272,0.005,0.4,0.19,8
3,0.08,0.23,1.75,0.003,0.009,0.05,0.18,0.14,0.027,0.021,0.005,0.055,0.004,0.0004,0.002,0.0013,0.0042,0.0031,97.4272,0.005,0.4,0.19,13
3,0.08,0.23,1.75,0.003,0.009,0.05,0.18,0.14,0.027,0.021,0.005,0.055,0.004,0.0004,0.002,0.0013,0.0042,0.0031,97.4272,0.005,0.4,0.19,13
3,0.07,0.24,1.73,0.002,0.008,0.04,0.2,0.16,0.03,0.019,0.003,0.049,0.005,0.0004,0.002,0.0014,0.0028,0.0019,97.4137,0.005,0.39,0.18,12
3,0.07,0.24,1.73,0.002,0.008,0.04,0.2,0.16,0.03,0.019,0.003,0.049,0.005,0.0004,0.002,0.0014,0.0028,0.0019,97.4137,0.005,0.39,0.18,15
3,0.06,0.23,1.76,0.002,0.005,0.02,0.19,0.14,0.036,0.02,0.003,0.051,0.003,0.0003,0.003,0.0007,0.0031,0.0023,97.4428,0.005,0.38,0.17,10
3,0.06,0.23,1.76,0.002,0.005,0.02,0.19,0.14,0.036,0.02,0.003,0.051,0.003,0.0003,0.003,0.0007,0.0031,0.0023,97.4428,0.005,0.38,0.17,6
3,0.06,0.23,1.74,0.002,0.007,0.03,0.18,0.14,0.039,0.022,0.003,0.047,0.003,0.0004,0.002,0.0015,0.0027,0.0028,97.4298,0.005,0.38,0.17,13
3,0.06,0.23,1.74,0.002,0.007,0.03,0.18,0.14,0.039,0.022,0.003,0.047,0.003,0.0004,0.002,0.0015,0.0027,0.0028,97.4298,0.005,0.38,0.17,9
3,0.0629,0.2274,1.7821,0.0016,0.0079,0.0242,0.1918,0.1395,0.0371,0.024,0.0033,0.0465,0.0033,0.0004,0.00155,0.0015,0.0029,0.0027,97.3802,0.0053,0.38,0.17,9
3,0.0629,0.2274,1.7821,0.0016,0.0079,0.0242,0.1918,0.1395,0.0371,0.024,0.0033,0.0465,0.0033,0.0004,0.00155,0.0015,0.0029,0.0027,97.3802,0.0053,0.38,0.17,3
3,0.06,0.23,1.76,0.002,0.009,0.03,0.18,0.15,0.037,0.021,0.004,0.05,0.005,0.0003,0.002,0.001,0.004,0.0034,97.4208,0.006,0.38,0.17,13
3,0.06,0.23,1.76,0.002,0.009,0.03,0.18,0.15,0.037,0.021,0.004,0.05,0.005,0.0003,0.002,0.001,0.004,0.0034,97.4208,0.006,0.38,0.17,14
3,0.06,0.24,1.74,0.002,0.009,0.04,0.18,0.15,0.044,0.027,0.003,0.048,0.003,0.0004,0.001,0.001,0.0044,0.0039,97.3783,0.007,0.38,0.17,2
3,0.06,0.24,1.74,0.002,0.009,0.04,0.18,0.15,0.044,0.027,0.003,0.048,0.003,0.0004,0.001,0.001,0.0044,0.0039,97.3783,0.007,0.38,0.17,3
3,0.06,0.22,1.72,0.002,0.009,0.04,0.19,0.17,0.036,0.019,0.004,0.051,0.006,0.0003,0.002,0.001,0.0045,0.0038,97.4379,0.007,0.38,0.17,12
3,0.06,0.22,1.72,0.002,0.009,0.04,0.19,0.17,0.036,0.019,0.004,0.051,0.006,0.0003,0.002,0.001,0.0045,0.0038,97.4379,0.007,0.38,0.17,17
3,0.06,0.22,1.72,0.002,0.009,0.04,0.19,0.17,0.036,0.019,0.004,0.051,0.006,0.0003,0.002,0.001,0.0045,0.0038,97.4379,0.007,0.38,0.17,4
3,0.06,0.22,1.72,0.002,0.009,0.04,0.19,0.17,0.036,0.019,0.004,0.051,0.006,0.0003,0.002,0.001,0.0045,0.0038,97.4379,0.007,0.38,0.17,9
3,0.06,0.22,1.72,0.002,0.009,0.04,0.19,0.17,0.036,0.019,0.004,0.051,0.006,0.0003,0.002,0.001,0.0045,0.0038,97.4379,0.007,0.38,0.17,3
3,0.06,0.22,1.72,0.002,0.009,0.04,0.19,0.17,0.036,0.019,0.004,0.051,0.006,0.0003,0.002,0.001,0.0045,0.0038,97.4379,0.007,0.38,0.17,5
3,0.07,0.22,1.72,0.001,0.006,0.03,0.19,0.14,0.037,0.025,0.004,0.051,0.006,0.0003,0.002,0.0008,0.0031,0.0022,97.4332,0.006,0.39,0.18,12
3,0.07,0.22,1.72,0.001,0.006,0.03,0.19,0.14,0.037,0.025,0.004,0.051,0.006,0.0003,0.002,0.0008,0.0031,0.0022,97.4332,0.006,0.39,0.18,15
3,0.07,0.22,1.72,0.001,0.006,0.03,0.19,0.14,0.037,0.025,0.004,0.051,0.006,0.0003,0.002,0.0008,0.0031,0.0022,97.4332,0.006,0.39,0.18,8
3,0.07,0.22,1.72,0.001,0.006,0.03,0.19,0.14,0.037,0.025,0.004,0.051,0.006,0.0003,0.002,0.0008,0.0031,0.0022,97.4332,0.006,0.39,0.18,5
3,0.07,0.22,1.72,0.001,0.006,0.03,0.19,0.14,0.037,0.025,0.004,0.051,0.006,0.0003,0.002,0.0008,0.0031,0.0022,97.4332,0.006,0.39,0.18,9
3,0.07,0.22,1.72,0.001,0.006,0.03,0.19,0.14,0.037,0.025,0.004,0.051,0.006,0.0003,0.002,0.0008,0.0031,0.0022,97.4332,0.006,0.39,0.18,10
3,0.06,0.22,1.72,0.002,0.007,0.04,0.18,0.16,0.042,0.024,0.003,0.052,0.004,0.0003,0.001,0.0003,0.0037,0.0029,97.4526,0.004,0.38,0.17,3
3,0.06,0.22,1.72,0.002,0.007,0.04,0.18,0.16,0.042,0.024,0.003,0.052,0.004,0.0003,0.001,0.0003,0.0037,0.0029,97.4526,0.004,0.38,0.17,12
3,0.07,0.22,1.73,0.003,0.008,0.04,0.17,0.15,0.037,0.02,0.005,0.05,0.004,0.0004,0.002,0.0011,0.0044,0.0037,97.404,0.005,0.39,0.18,2
3,0.07,0.22,1.73,0.003,0.008,0.04,0.17,0.15,0.037,0.02,0.005,0.05,0.004,0.0004,0.002,0.0011,0.0044,0.0037,97.404,0.005,0.39,0.18,3
3,0.06,0.22,1.71,0.003,0.009,0.04,0.18,0.15,0.038,0.024,0.004,0.046,0.004,0.0004,0.001,0.0011,0.0038,0.0046,97.4392,0.004,0.38,0.17,12
3,0.06,0.22,1.71,0.003,0.009,0.04,0.18,0.15,0.038,0.024,0.004,0.046,0.004,0.0004,0.001,0.0011,0.0038,0.0046,97.4392,0.004,0.38,0.17,9
3,0.07,0.26,1.74,0.002,0.012,0.04,0.17,0.13,0.037,0.019,0.004,0.049,0.004,0.0005,0.001,0.0016,0.0035,0.0025,97.4327,0.005,0.39,0.18,10
3,0.07,0.26,1.74,0.002,0.012,0.04,0.17,0.13,0.037,0.019,0.004,0.049,0.004,0.0005,0.001,0.0016,0.0035,0.0025,97.4327,0.005,0.39,0.18,16
3,0.07,0.26,1.73,0.002,0.009,0.04,0.18,0.12,0.041,0.022,0.003,0.049,0.004,0.0004,0.001,0.0015,0.0032,0.0023,97.4384,0.005,0.39,0.18,14
3,0.07,0.26,1.73,0.002,0.009,0.04,0.18,0.12,0.041,0.022,0.003,0.049,0.004,0.0004,0.001,0.0015,0.0032,0.0023,97.4384,0.005,0.39,0.18,15
3,0.06,0.24,1.71,0.001,0.01,0.04,0.17,0.12,0.036,0.021,0.004,0.049,0.006,0.0004,0.001,0.0013,0.0033,0.0019,97.4934,0.006,0.37,0.17,6
3,0.06,0.24,1.71,0.001,0.01,0.04,0.17,0.12,0.036,0.021,0.004,0.049,0.006,0.0004,0.001,0.0013,0.0033,0.0019,97.4934,0.006,0.37,0.17,11
3,0.07,0.26,1.73,0.003,0.01,0.06,0.19,0.15,0.038,0.022,0.003,0.049,0.005,0.0004,0.002,0.001,0.0037,0.0025,97.3896,0.004,0.39,0.18,10
3,0.07,0.26,1.73,0.003,0.01,0.06,0.19,0.15,0.038,0.022,0.003,0.049,0.005,0.0004,0.002,0.001,0.0037,0.0025,97.3896,0.004,0.39,0.18,7
3,0.07,0.25,1.72,0.002,0.009,0.04,0.18,0.14,0.037,0.022,0.003,0.05,0.003,0.0005,0.001,0.0028,0.0027,0.0027,97.4495,0.005,0.39,0.18,3
3,0.07,0.25,1.72,0.002,0.009,0.04,0.18,0.14,0.037,0.022,0.003,0.05,0.003,0.0005,0.001,0.0028,0.0027,0.0027,97.4495,0.005,0.39,0.18,2
3,0.07,0.26,1.73,0.003,0.01,0.04,0.17,0.14,0.037,0.019,0.004,0.048,0.003,0.0004,0.002,0.0017,0.0037,0.0046,97.4023,0.004,0.39,0.18,8
3,0.07,0.26,1.73,0.003,0.01,0.04,0.17,0.14,0.037,0.019,0.004,0.048,0.003,0.0004,0.002,0.0017,0.0037,0.0046,97.4023,0.004,0.39,0.18,12
3,0.07,0.26,1.73,0.003,0.01,0.04,0.17,0.14,0.037,0.019,0.004,0.048,0.003,0.0004,0.002,0.0017,0.0037,0.0046,97.4023,0.004,0.39,0.18,9
3,0.07,0.26,1.73,0.003,0.01,0.04,0.17,0.14,0.037,0.019,0.004,0.048,0.003,0.0004,0.002,0.0017,0.0037,0.0046,97.4023,0.004,0.39,0.18,2
3,0.07,0.26,1.73,0.003,0.01,0.04,0.17,0.14,0.037,0.019,0.004,0.048,0.003,0.0004,0.002,0.0017,0.0037,0.0046,97.4023,0.004,0.39,0.18,14
3,0.07,0.26,1.73,0.003,0.01,0.04,0.17,0.14,0.037,0.019,0.004,0.048,0.003,0.0004,0.002,0.0017,0.0037,0.0046,97.4023,0.004,0.39,0.18,16
3,0.07,0.24,1.72,0.003,0.006,0.02,0.16,0.11,0.04,0.024,0.002,0.048,0.002,0.0004,0.001,0.0015,0.003,0.0029,97.4887,0.004,0.38,0.17,10
3,0.07,0.24,1.72,0.003,0.006,0.02,0.16,0.11,0.04,0.024,0.002,0.048,0.002,0.0004,0.001,0.0015,0.003,0.0029,97.4887,0.004,0.38,0.17,16
3,0.07,0.27,1.7,0.002,0.012,0.04,0.18,0.16,0.028,0.019,0.005,0.048,0.004,0.0004,0.001,0.0008,0.004,0.0029,97.4349,0.004,0.39,0.18,11
3,0.07,0.27,1.7,0.002,0.012,0.04,0.18,0.16,0.028,0.019,0.005,0.048,0.004,0.0004,0.001,0.0008,0.004,0.0029,97.4349,0.004,0.39,0.18,12
0,0.07,0.26,1.71,0.002,0.009,0.04,0.18,0.12,0.036,0.023,0.005,0.051,0.004,0.0005,0.002,0.001,0.003,0.0028,97.4678,0.005,0.36,0.18,13
0,0.07,0.26,1.71,0.002,0.009,0.04,0.18,0.12,0.036,0.023,0.005,0.051,0.004,0.0005,0.002,0.001,0.003,0.0028,97.4678,0.005,0.36,0.18,8
0,0.07,0.27,1.74,0.002,0.009,0.05,0.16,0.12,0.035,0.02,0.005,0.052,0.004,0.0005,0.002,0.0026,0.0032,0.0028,97.4378,0.005,0.39,0.18,14
0,0.07,0.27,1.74,0.002,0.009,0.05,0.16,0.12,0.035,0.02,0.005,0.052,0.004,0.0005,0.002,0.0026,0.0032,0.0028,97.4378,0.005,0.39,0.18,15
3,0.07,0.24,1.72,0.003,0.01,0.04,0.16,0.15,0.036,0.017,0.003,0.046,0.004,0.0004,0.002,0.0011,0.0045,0.0045,97.4191,0.004,0.39,0.18,10
3,0.07,0.24,1.72,0.003,0.01,0.04,0.16,0.15,0.036,0.017,0.003,0.046,0.004,0.0004,0.002,0.0011,0.0045,0.0045,97.4191,0.004,0.39,0.18,16
3,0.07,0.24,1.72,0.003,0.01,0.04,0.16,0.15,0.036,0.017,0.003,0.046,0.004,0.0004,0.002,0.0011,0.0045,0.0045,97.4191,0.004,0.39,0.18,3
3,0.07,0.24,1.72,0.003,0.01,0.04,0.16,0.15,0.036,0.017,0.003,0.046,0.004,0.0004,0.002,0.0011,0.0045,0.0045,97.4191,0.004,0.39,0.18,4
3,0.07,0.25,1.75,0.002,0.01,0.04,0.17,0.14,0.03,0.017,0.003,0.049,0.003,0.0004,0.002,0.0009,0.003,0.0022,97.445,0.004,0.39,0.18,6
3,0.07,0.25,1.75,0.002,0.01,0.04,0.17,0.14,0.03,0.017,0.003,0.049,0.003,0.0004,0.002,0.0009,0.003,0.0022,97.445,0.004,0.39,0.18,12
3,0.08,0.27,1.75,0.001,0.009,0.03,0.19,0.14,0.036,0.022,0.003,0.047,0.002,0.0004,0.001,0.0017,0.003,0.0027,97.4021,0.004,0.4,0.19,5
3,0.08,0.27,1.75,0.001,0.009,0.03,0.19,0.14,0.036,0.022,0.003,0.047,0.002,0.0004,0.001,0.0017,0.003,0.0027,97.4021,0.004,0.4,0.19,10
3,0.06,0.22,1.72,0.002,0.006,0.02,0.18,0.13,0.038,0.023,0.003,0.049,0.004,0.0004,0.001,0.0009,0.0028,0.0022,97.4748,0.005,0.37,0.16,8
3,0.06,0.22,1.72,0.002,0.006,0.02,0.18,0.13,0.038,0.023,0.003,0.049,0.004,0.0004,0.001,0.0009,0.0028,0.0022,97.4748,0.005,0.37,0.16,7
3,0.0653,0.2379,1.7294,0.0026,0.0052,0.0221,0.158,0.1368,0.0401,0.0205,0.0029,0.0504,0.0025,0.0002,0.00147,0.0004,0.0036,0.0024,97.4998,0.0047,0.38,0.18,14
3,0.0653,0.2379,1.7294,0.0026,0.0052,0.0221,0.158,0.1368,0.0401,0.0205,0.0029,0.0504,0.0025,0.0002,0.00147,0.0004,0.0036,0.0024,97.4998,0.0047,0.38,0.18,4
3,0.07,0.24,1.71,0.002,0.01,0.06,0.17,0.17,0.036,0.02,0.004,0.048,0.003,0.0005,0.002,0.0008,0.0053,0.0031,97.381,0.004,0.39,0.18,7
3,0.07,0.24,1.71,0.002,0.01,0.06,0.17,0.17,0.036,0.02,0.004,0.048,0.003,0.0005,0.002,0.0008,0.0053,0.0031,97.381,0.004,0.39,0.18,3
3,0.07,0.26,1.71,0.003,0.01,0.03,0.15,0.13,0.039,0.023,0.003,0.047,0.003,0.0006,0.002,0.0014,0.0059,0.0034,97.4403,0.006,0.38,0.18,14
3,0.07,0.26,1.71,0.003,0.01,0.03,0.15,0.13,0.039,0.023,0.003,0.047,0.003,0.0006,0.002,0.0014,0.0059,0.0034,97.4403,0.006,0.38,0.18,10
3,0.07,0.28,1.72,0.003,0.01,0.03,0.17,0.14,0.037,0.022,0.004,0.05,0.003,0.0004,0.001,0.0009,0.0048,0.003,97.4335,0.006,0.38,0.18,11
3,0.07,0.28,1.72,0.003,0.01,0.03,0.17,0.14,0.037,0.022,0.004,0.05,0.003,0.0004,0.001,0.0009,0.0048,0.003,97.4335,0.006,0.38,0.18,14
3,0.07,0.24,1.75,0.003,0.006,0.03,0.18,0.14,0.034,0.019,0.003,0.048,0.005,0.0003,0.002,0.0012,0.0051,0.0029,97.4262,0.005,0.39,0.18,11
3,0.07,0.24,1.75,0.003,0.006,0.03,0.18,0.14,0.034,0.019,0.003,0.048,0.005,0.0003,0.002,0.0012,0.0051,0.0029,97.4262,0.005,0.39,0.18,12
3,0.07,0.25,1.76,0.002,0.006,0.01,0.16,0.12,0.039,0.021,0.003,0.05,0.002,0.0003,0.001,0.0002,0.0028,0.0016,97.4854,0.005,0.38,0.18,2
