group_of_standard,Углерод,Кремний,Марганец,Сера,Фосфор,Хром,Никель,Медь,Алюминий,Титан,Ванадий,Ниобий,Молибден,Бор,Кальций,Цинк,Олово,Мышьяк,Железо,Азот,C_EKV,K_SVAR,номер раската
3,0.07,0.27,1.74,0.002,0.006,0.04,0.16,0.13,0.036,0.019,0.002,0.05,0.003,0.0006,0.002,0.0012,0.008,0.0022,97.4445,0.005,0.39,0.18,10
3,0.06,0.28,1.71,0.002,0.005,0.04,0.17,0.16,0.038,0.02,0.002,0.05,0.005,0.0006,0.003,0.001,0.0042,0.0032,97.4043,0.004,0.38,0.17,16
3,0.06,0.28,1.71,0.002,0.005,0.04,0.17,0.16,0.038,0.02,0.002,0.05,0.005,0.0006,0.003,0.001,0.0042,0.0032,97.4043,0.004,0.38,0.17,15
3,0.07,0.27,1.7,0.002,0.009,0.04,0.19,0.14,0.039,0.02,0.004,0.05,0.004,0.0007,0.002,0.0015,0.0034,0.0027,97.4422,0.006,0.38,0.18,8
3,0.07,0.27,1.7,0.002,0.009,0.04,0.19,0.14,0.039,0.02,0.004,0.05,0.004,0.0007,0.002,0.0015,0.0034,0.0027,97.4422,0.006,0.38,0.18,9
3,0.07,0.27,1.7,0.002,0.009,0.04,0.19,0.14,0.039,0.02,0.004,0.05,0.004,0.0007,0.002,0.0015,0.0034,0.0027,97.4422,0.006,0.38,0.18,14
3,0.07,0.27,1.7,0.002,0.009,0.04,0.19,0.14,0.039,0.02,0.004,0.05,0.004,0.0007,0.002,0.0015,0.0034,0.0027,97.4422,0.006,0.38,0.18,14
3,0.07,0.27,1.7,0.002,0.009,0.04,0.19,0.14,0.039,0.02,0.004,0.05,0.004,0.0007,0.002,0.0015,0.0034,0.0027,97.4422,0.006,0.38,0.18,4
3,0.07,0.27,1.7,0.002,0.009,0.04,0.19,0.14,0.039,0.02,0.004,0.05,0.004,0.0007,0.002,0.0015,0.0034,0.0027,97.4422,0.006,0.38,0.18,13
3,0.07,0.27,1.7,0.002,0.009,0.04,0.19,0.14,0.039,0.02,0.004,0.05,0.004,0.0007,0.002,0.0015,0.0034,0.0027,97.4422,0.006,0.38,0.18,15
3,0.07,0.27,1.7,0.002,0.009,0.04,0.19,0.14,0.039,0.02,0.004,0.05,0.004,0.0007,0.002,0.0015,0.0034,0.0027,97.4422,0.006,0.38,0.18,10
3,0.07,0.27,1.7,0.002,0.009,0.04,0.19,0.14,0.039,0.02,0.004,0.05,0.004,0.0007,0.002,0.0015,0.0034,0.0027,97.4422,0.006,0.38,0.18,10
3,0.07,0.27,1.7,0.002,0.009,0.04,0.19,0.14,0.039,0.02,0.004,0.05,0.004,0.0007,0.002,0.0015,0.0034,0.0027,97.4422,0.006,0.38,0.18,1
3,0.07,0.27,1.7,0.002,0.009,0.04,0.19,0.14,0.039,0.02,0.004,0.05,0.004,0.0007,0.002,0.0015,0.0034,0.0027,97.4422,0.006,0.38,0.18,5
3,0.07,0.27,1.7,0.002,0.009,0.04,0.19,0.14,0.039,0.02,0.004,0.05,0.004,0.0007,0.002,0.0015,0.0034,0.0027,97.4422,0.006,0.38,0.18,5
3,0.07,0.25,1.71,0.002,0.007,0.04,0.19,0.14,0.034,0.018,0.004,0.05,0.01,0.0007,0.001,0.0013,0.0028,0.0023,97.4438,0.005,0.39,0.18,2
3,0.07,0.25,1.71,0.002,0.007,0.04,0.19,0.14,0.034,0.018,0.004,0.05,0.01,0.0007,0.001,0.0013,0.0028,0.0023,97.4438,0.005,0.39,0.18,9
3,0.07,0.25,1.71,0.002,0.007,0.04,0.19,0.14,0.034,0.018,0.004,0.05,0.01,0.0007,0.001,0.0013,0.0028,0.0023,97.4438,0.005,0.39,0.18,12
3,0.07,0.25,1.71,0.002,0.007,0.04,0.19,0.14,0.034,0.018,0.004,0.05,0.01,0.0007,0.001,0.0013,0.0028,0.0023,97.4438,0.005,0.39,0.18,8
3,0.07,0.25,1.71,0.002,0.007,0.04,0.19,0.14,0.034,0.018,0.004,0.05,0.01,0.0007,0.001,0.0013,0.0028,0.0023,97.4438,0.005,0.39,0.18,13
3,0.07,0.25,1.71,0.002,0.007,0.04,0.19,0.14,0.034,0.018,0.004,0.05,0.01,0.0007,0.001,0.0013,0.0028,0.0023,97.4438,0.005,0.39,0.18,13
3,0.07,0.25,1.71,0.002,0.007,0.04,0.19,0.14,0.034,0.018,0.004,0.05,0.01,0.0007,0.001,0.0013,0.0028,0.0023,97.4438,0.005,0.39,0.18,14
3,0.07,0.25,1.71,0.002,0.007,0.04,0.19,0.14,0.034,0.018,0.004,0.05,0.01,0.0007,0.001,0.0013,0.0028,0.0023,97.4438,0.005,0.39,0.18,7
3,0.07,0.25,1.71,0.002,0.007,0.04,0.19,0.14,0.034,0.018,0.004,0.05,0.01,0.0007,0.001,0.0013,0.0028,0.0023,97.4438,0.005,0.39,0.18,15
3,0.07,0.25,1.71,0.002,0.007,0.04,0.19,0.14,0.034,0.018,0.004,0.05,0.01,0.0007,0.001,0.0013,0.0028,0.0023,97.4438,0.005,0.39,0.18,16
3,0.07,0.25,1.71,0.002,0.007,0.04,0.19,0.14,0.034,0.018,0.004,0.05,0.01,0.0007,0.001,0.0013,0.0028,0.0023,97.4438,0.005,0.39,0.18,4
3,0.07,0.25,1.71,0.002,0.007,0.04,0.19,0.14,0.034,0.018,0.004,0.05,0.01,0.0007,0.001,0.0013,0.0028,0.0023,97.4438,0.005,0.39,0.18,11
3,0.07,0.25,1.71,0.002,0.007,0.04,0.19,0.14,0.034,0.018,0.004,0.05,0.01,0.0007,0.001,0.0013,0.0028,0.0023,97.4438,0.005,0.39,0.18,11
3,0.07,0.28,1.74,0.002,0.007,0.03,0.19,0.16,0.042,0.021,0.003,0.049,0.005,0.0007,0.002,0.0014,0.0044,0.0031,97.3617,0.005,0.39,0.18,6
3,0.07,0.28,1.74,0.002,0.007,0.03,0.19,0.16,0.042,0.021,0.003,0.049,0.005,0.0007,0.002,0.0014,0.0044,0.0031,97.3617,0.005,0.39,0.18,1
3,0.07,0.28,1.74,0.002,0.007,0.03,0.19,0.16,0.042,0.021,0.003,0.049,0.005,0.0007,0.002,0.0014,0.0044,0.0031,97.3617,0.005,0.39,0.18,2
3,0.07,0.28,1.74,0.002,0.007,0.03,0.19,0.16,0.042,0.021,0.003,0.049,0.005,0.0007,0.002,0.0014,0.0044,0.0031,97.3617,0.005,0.39,0.18,3
3,0.07,0.28,1.74,0.002,0.007,0.03,0.19,0.16,0.042,0.021,0.003,0.049,0.005,0.0007,0.002,0.0014,0.0044,0.0031,97.3617,0.005,0.39,0.18,15
3,0.07,0.28,1.74,0.002,0.007,0.03,0.19,0.16,0.042,0.021,0.003,0.049,0.005,0.0007,0.002,0.0014,0.0044,0.0031,97.3617,0.005,0.39,0.18,9
3,0.06,0.23,1.72,0.003,0.007,0.03,0.17,0.13,0.044,0.02,0.003,0.048,0.003,0.0006,0.002,0.0012,0.0027,0.0027,97.4955,0.005,0.37,0.17,17
3,0.06,0.23,1.72,0.003,0.007,0.03,0.17,0.13,0.044,0.02,0.003,0.048,0.003,0.0006,0.002,0.0012,0.0027,0.0027,97.4955,0.005,0.37,0.17,5
3,0.06,0.23,1.72,0.003,0.007,0.03,0.17,0.13,0.044,0.02,0.003,0.048,0.003,0.0006,0.002,0.0012,0.0027,0.0027,97.4955,0.005,0.37,0.17,2
3,0.06,0.23,1.72,0.003,0.007,0.03,0.17,0.13,0.044,0.02,0.003,0.048,0.003,0.0006,0.002,0.0012,0.0027,0.0027,97.4955,0.005,0.37,0.17,11
3,0.06,0.23,1.72,0.003,0.007,0.03,0.17,0.13,0.044,0.02,0.003,0.048,0.003,0.0006,0.002,0.0012,0.0027,0.0027,97.4955,0.005,0.37,0.17,10
3,0.06,0.23,1.72,0.003,0.007,0.03,0.17,0.13,0.044,0.02,0.003,0.048,0.003,0.0006,0.002,0.0012,0.0027,0.0027,97.4955,0.005,0.37,0.17,7
3,0.07,0.3,1.73,0.002,0.007,0.03,0.19,0.16,0.04,0.021,0.003,0.051,0.004,0.0006,0.002,0.0014,0.0039,0.0029,97.3548,0.004,0.39,0.18,9
3,0.07,0.3,1.73,0.002,0.007,0.03,0.19,0.16,0.04,0.021,0.003,0.051,0.004,0.0006,0.002,0.0014,0.0039,0.0029,97.3548,0.004,0.39,0.18,5
3,0.06,0.24,1.7,0.002,0.005,0.03,0.16,0.11,0.038,0.02,0.002,0.05,0.003,0.0007,0.002,0.0013,0.0024,0.002,97.5327,0.005,0.0,0.0,11
3,0.06,0.24,1.7,0.002,0.005,0.03,0.16,0.11,0.038,0.02,0.002,0.05,0.003,0.0007,0.002,0.0013,0.0024,0.002,97.5327,0.005,0.0,0.0,2
3,0.0693,0.2806,1.7058,0.002,0.0078,0.037,0.177,0.1475,0.0328,0.0173,0.004,0.0505,0.0042,0.0007,0.00261,0.001,0.0036,0.0031,97.4343,0.0048,0.39,0.18,3
3,0.0693,0.2806,1.7058,0.002,0.0078,0.037,0.177,0.1475,0.0328,0.0173,0.004,0.0505,0.0042,0.0007,0.00261,0.001,0.0036,0.0031,97.4343,0.0048,0.39,0.18,2
3,0.07,0.27,1.72,0.002,0.011,0.04,0.16,0.14,0.038,0.02,0.004,0.048,0.004,0.0007,0.002,0.0014,0.005,0.0028,97.4412,0.004,0.39,0.18,17
3,0.07,0.27,1.72,0.002,0.011,0.04,0.16,0.14,0.038,0.02,0.004,0.048,0.004,0.0007,0.002,0.0014,0.005,0.0028,97.4412,0.004,0.39,0.18,14
3,0.07,0.26,1.71,0.003,0.011,0.04,0.17,0.13,0.036,0.021,0.005,0.047,0.004,0.0007,0.001,0.0011,0.0036,0.0035,97.4683,0.006,0.38,0.18,1
3,0.07,0.26,1.73,0.002,0.01,0.03,0.17,0.13,0.045,0.024,0.003,0.048,0.005,0.0007,0.001,0.0014,0.0031,0.003,97.4453,0.005,0.39,0.18,7
3,0.07,0.26,1.73,0.002,0.01,0.03,0.17,0.13,0.045,0.024,0.003,0.048,0.005,0.0007,0.001,0.0014,0.0031,0.003,97.4453,0.005,0.39,0.18,11
3,0.06,0.24,1.74,0.002,0.01,0.03,0.17,0.15,0.036,0.021,0.005,0.054,0.005,0.0006,0.002,0.0007,0.0044,0.0035,97.4241,0.005,0.38,0.17,10
3,0.06,0.24,1.74,0.002,0.01,0.03,0.17,0.15,0.036,0.021,0.005,0.054,0.005,0.0006,0.002,0.0007,0.0044,0.0035,97.4241,0.005,0.38,0.17,16
3,0.07,0.29,1.82,0.003,0.008,0.04,0.17,0.11,0.038,0.022,0.004,0.052,0.004,0.0007,0.001,0.0014,0.0037,0.0034,97.3457,0.006,0.4,0.19,4
3,0.07,0.29,1.82,0.003,0.008,0.04,0.17,0.11,0.038,0.022,0.004,0.052,0.004,0.0007,0.001,0.0014,0.0037,0.0034,97.3457,0.006,0.4,0.19,1
3,0.06,0.25,1.74,0.002,0.007,0.04,0.17,0.14,0.031,0.02,0.004,0.052,0.005,0.0006,0.001,0.0007,0.004,0.0021,97.444,0.003,0.38,0.17,3
3,0.06,0.25,1.74,0.002,0.007,0.04,0.17,0.14,0.031,0.02,0.004,0.052,0.005,0.0006,0.001,0.0007,0.004,0.0021,97.444,0.003,0.38,0.17,1
3,0.06,0.25,1.74,0.002,0.007,0.04,0.17,0.14,0.031,0.02,0.004,0.052,0.005,0.0006,0.001,0.0007,0.004,0.0021,97.444,0.003,0.38,0.17,1
3,0.06,0.25,1.74,0.002,0.007,0.04,0.17,0.14,0.031,0.02,0.004,0.052,0.005,0.0006,0.001,0.0007,0.004,0.0021,97.444,0.003,0.38,0.17,2
3,0.06,0.25,1.74,0.002,0.007,0.04,0.17,0.14,0.031,0.02,0.004,0.052,0.005,0.0006,0.001,0.0007,0.004,0.0021,97.444,0.003,0.38,0.17,5
3,0.06,0.25,1.74,0.002,0.007,0.04,0.17,0.14,0.031,0.02,0.004,0.052,0.005,0.0006,0.001,0.0007,0.004,0.0021,97.444,0.003,0.38,0.17,4
3,0.06,0.25,1.74,0.002,0.007,0.04,0.17,0.14,0.031,0.02,0.004,0.052,0.005,0.0006,0.001,0.0007,0.004,0.0021,97.444,0.003,0.38,0.17,4
3,0.06,0.25,1.74,0.002,0.007,0.04,0.17,0.14,0.031,0.02,0.004,0.052,0.005,0.0006,0.001,0.0007,0.004,0.0021,97.444,0.003,0.38,0.17,6
3,0.06,0.25,1.74,0.002,0.007,0.04,0.17,0.14,0.031,0.02,0.004,0.052,0.005,0.0006,0.001,0.0007,0.004,0.0021,97.444,0.003,0.38,0.17,9
3,0.06,0.25,1.74,0.002,0.007,0.04,0.17,0.14,0.031,0.02,0.004,0.052,0.005,0.0006,0.001,0.0007,0.004,0.0021,97.444,0.003,0.38,0.17,7
3,0.06,0.25,1.74,0.002,0.007,0.04,0.17,0.14,0.031,0.02,0.004,0.052,0.005,0.0006,0.001,0.0007,0.004,0.0021,97.444,0.003,0.38,0.17,10
3,0.06,0.25,1.74,0.002,0.007,0.04,0.17,0.14,0.031,0.02,0.004,0.052,0.005,0.0006,0.001,0.0007,0.004,0.0021,97.444,0.003,0.38,0.17,12
3,0.06,0.25,1.74,0.002,0.007,0.04,0.17,0.14,0.031,0.02,0.004,0.052,0.005,0.0006,0.001,0.0007,0.004,0.0021,97.444,0.003,0.38,0.17,13
3,0.06,0.25,1.74,0.002,0.007,0.04,0.17,0.14,0.031,0.02,0.004,0.052,0.005,0.0006,0.001,0.0007,0.004,0.0021,97.444,0.003,0.38,0.17,15
3,0.067,0.2314,1.7157,0.0022,0.0053,0.0333,0.1607,0.1395,0.037,0.0221,0.0019,0.052,0.0036,0.0006,0.0024,0.0007,0.0036,0.0022,97.4912,0.0047,0.38,0.18,10
3,0.067,0.2314,1.7157,0.0022,0.0053,0.0333,0.1607,0.1395,0.037,0.0221,0.0019,0.052,0.0036,0.0006,0.0024,0.0007,0.0036,0.0022,97.4912,0.0047,0.38,0.18,7
3,0.06,0.28,1.73,0.002,0.008,0.05,0.19,0.16,0.044,0.025,0.002,0.05,0.005,0.0007,0.001,0.0009,0.0046,0.0031,97.345,0.005,0.38,0.17,12
3,0.06,0.28,1.73,0.002,0.008,0.05,0.19,0.16,0.044,0.025,0.002,0.05,0.005,0.0007,0.001,0.0009,0.0046,0.0031,97.345,0.005,0.38,0.17,7
3,0.06,0.28,1.73,0.002,0.008,0.05,0.19,0.16,0.044,0.025,0.002,0.05,0.005,0.0007,0.001,0.0009,0.0046,0.0031,97.345,0.005,0.38,0.17,13
3,0.06,0.28,1.73,0.002,0.008,0.05,0.19,0.16,0.044,0.025,0.002,0.05,0.005,0.0007,0.001,0.0009,0.0046,0.0031,97.345,0.005,0.38,0.17,16
3,0.06,0.28,1.73,0.002,0.008,0.05,0.19,0.16,0.044,0.025,0.002,0.05,0.005,0.0007,0.001,0.0009,0.0046,0.0031,97.345,0.005,0.38,0.17,9
3,0.06,0.28,1.73,0.002,0.008,0.05,0.19,0.16,0.044,0.025,0.002,0.05,0.005,0.0007,0.001,0.0009,0.0046,0.0031,97.345,0.005,0.38,0.17,3
3,0.07,0.23,1.72,0.003,0.009,0.04,0.18,0.14,0.031,0.018,0.005,0.047,0.004,0.0007,0.002,0.0016,0.004,0.0039,97.4712,0.005,0.39,0.18,9
3,0.07,0.23,1.72,0.003,0.009,0.04,0.18,0.14,0.031,0.018,0.005,0.047,0.004,0.0007,0.002,0.0016,0.004,0.0039,97.4712,0.005,0.39,0.18,14
2,0.07,0.25,1.75,0.002,0.007,0.03,0.17,0.13,0.039,0.019,0.004,0.05,0.003,0.0006,0.001,0.0011,0.0026,0.0022,97.4508,0.004,0.39,0.18,15
2,0.07,0.25,1.75,0.002,0.007,0.03,0.17,0.13,0.039,0.019,0.004,0.05,0.003,0.0006,0.001,0.0011,0.0026,0.0022,97.4508,0.004,0.39,0.18,15
2,0.07,0.25,1.75,0.002,0.007,0.03,0.17,0.13,0.039,0.019,0.004,0.05,0.003,0.0006,0.001,0.0011,0.0026,0.0022,97.4508,0.004,0.39,0.18,10
2,0.07,0.25,1.75,0.002,0.007,0.03,0.17,0.13,0.039,0.019,0.004,0.05,0.003,0.0006,0.001,0.0011,0.0026,0.0022,97.4508,0.004,0.39,0.18,13
2,0.07,0.31,1.73,0.002,0.007,0.04,0.17,0.14,0.041,0.023,0.004,0.05,0.004,0.0007,0.002,0.0016,0.0031,0.003,97.3788,0.005,0.39,0.18,1
2,0.07,0.31,1.73,0.002,0.007,0.04,0.17,0.14,0.041,0.023,0.004,0.05,0.004,0.0007,0.002,0.0016,0.0031,0.003,97.3788,0.005,0.39,0.18,5
2,0.07,0.31,1.73,0.002,0.007,0.04,0.17,0.14,0.041,0.023,0.004,0.05,0.004,0.0007,0.002,0.0016,0.0031,0.003,97.3788,0.005,0.39,0.18,4
2,0.07,0.31,1.73,0.002,0.007,0.04,0.17,0.14,0.041,0.023,0.004,0.05,0.004,0.0007,0.002,0.0016,0.0031,0.003,97.3788,0.005,0.39,0.18,6
2,0.07,0.31,1.73,0.002,0.007,0.04,0.17,0.14,0.041,0.023,0.004,0.05,0.004,0.0007,0.002,0.0016,0.0031,0.003,97.3788,0.005,0.39,0.18,14
2,0.07,0.31,1.73,0.002,0.007,0.04,0.17,0.14,0.041,0.023,0.004,0.05,0.004,0.0007,0.002,0.0016,0.0031,0.003,97.3788,0.005,0.39,0.18,12
3,0.06,0.24,1.71,0.003,0.01,0.04,0.18,0.16,0.036,0.022,0.005,0.05,0.006,0.0006,0.001,0.0009,0.0043,0.003,97.4316,0.005,0.38,0.17,9
3,0.06,0.24,1.71,0.003,0.01,0.04,0.18,0.16,0.036,0.022,0.005,0.05,0.006,0.0006,0.001,0.0009,0.0043,0.003,97.4316,0.005,0.38,0.17,8
3,0.0619,0.2323,1.7349,0.0024,0.0095,0.0309,0.1664,0.1356,0.0399,0.0205,0.0046,0.0476,0.0092,0.0006,0.00184,0.0012,0.0027,0.0021,97.4781,0.0045,0.38,0.17,6
3,0.0619,0.2323,1.7349,0.0024,0.0095,0.0309,0.1664,0.1356,0.0399,0.0205,0.0046,0.0476,0.0092,0.0006,0.00184,0.0012,0.0027,0.0021,97.4781,0.0045,0.38,0.17,4
3,0.07,0.23,1.75,0.003,0.01,0.04,0.16,0.13,0.032,0.019,0.006,0.051,0.004,0.0006,0.001,0.0008,0.0037,0.0023,97.456,0.006,0.39,0.18,16
3,0.07,0.23,1.75,0.003,0.01,0.04,0.16,0.13,0.032,0.019,0.006,0.051,0.004,0.0006,0.001,0.0008,0.0037,0.0023,97.456,0.006,0.39,0.18,15
3,0.07,0.26,1.73,0.003,0.008,0.04,0.19,0.16,0.038,0.023,0.002,0.05,0.006,0.0007,0.002,0.0008,0.0045,0.0024,97.3773,0.006,0.39,0.18,4
3,0.07,0.26,1.73,0.003,0.008,0.04,0.19,0.16,0.038,0.023,0.002,0.05,0.006,0.0007,0.002,0.0008,0.0045,0.0024,97.3773,0.006,0.39,0.18,3
3,0.07,0.26,1.73,0.003,0.008,0.04,0.19,0.16,0.038,0.023,0.002,0.05,0.006,0.0007,0.002,0.0008,0.0045,0.0024,97.3773,0.006,0.39,0.18,10
3,0.07,0.26,1.73,0.003,0.008,0.04,0.19,0.16,0.038,0.023,0.002,0.05,0.006,0.0007,0.002,0.0008,0.0045,0.0024,97.3773,0.006,0.39,0.18,11
3,0.067,0.2314,1.7157,0.0022,0.0053,0.0333,0.1607,0.1395,0.037,0.0221,0.0019,0.052,0.0036,0.0006,0.0024,0.0007,0.0036,0.0022,97.4912,0.0047,0.38,0.18,17
3,0.067,0.2314,1.7157,0.0022,0.0053,0.0333,0.1607,0.1395,0.037,0.0221,0.0019,0.052,0.0036,0.0006,0.0024,0.0007,0.0036,0.0022,97.4912,0.0047,0.38,0.18,16
2,0.08,0.25,1.7,0.002,0.007,0.03,0.18,0.13,0.038,0.023,0.005,0.05,0.003,0.0005,0.002,0.0007,0.0036,0.0021,97.4478,0.005,0.39,0.19,10
3,0.07,0.27,1.75,0.002,0.007,0.02,0.17,0.13,0.037,0.02,0.004,0.051,0.004,0.0006,0.002,0.0013,0.0033,0.002,97.4365,0.005,0.39,0.18,2
3,0.07,0.27,1.75,0.002,0.007,0.02,0.17,0.13,0.037,0.02,0.004,0.051,0.004,0.0006,0.002,0.0013,0.0033,0.002,97.4365,0.005,0.39,0.18,14
3,0.07,0.27,1.75,0.002,0.007,0.02,0.17,0.13,0.037,0.02,0.004,0.051,0.004,0.0006,0.002,0.0013,0.0033,0.002,97.4365,0.005,0.39,0.18,1
3,0.07,0.27,1.75,0.002,0.007,0.02,0.17,0.13,0.037,0.02,0.004,0.051,0.004,0.0006,0.002,0.0013,0.0033,0.002,97.4365,0.005,0.39,0.18,9
3,0.07,0.27,1.75,0.002,0.007,0.02,0.17,0.13,0.037,0.02,0.004,0.051,0.004,0.0006,0.002,0.0013,0.0033,0.002,97.4365,0.005,0.39,0.18,7
3,0.07,0.27,1.75,0.002,0.007,0.02,0.17,0.13,0.037,0.02,0.004,0.051,0.004,0.0006,0.002,0.0013,0.0033,0.002,97.4365,0.005,0.39,0.18,10
3,0.06,0.28,1.71,0.002,0.01,0.04,0.17,0.13,0.034,0.017,0.005,0.048,0.004,0.0007,0.002,0.001,0.0037,0.0032,97.4589,0.005,0.37,0.17,7
3,0.06,0.28,1.71,0.002,0.01,0.04,0.17,0.13,0.034,0.017,0.005,0.048,0.004,0.0007,0.002,0.001,0.0037,0.0032,97.4589,0.005,0.37,0.17,14
3,0.07,0.22,1.72,0.002,0.009,0.03,0.16,0.12,0.037,0.024,0.005,0.05,0.002,0.0006,0.002,0.0012,0.0029,0.0024,97.5284,0.005,0.38,0.18,17
3,0.07,0.22,1.72,0.002,0.009,0.03,0.16,0.12,0.037,0.024,0.005,0.05,0.002,0.0006,0.002,0.0012,0.0029,0.0024,97.5284,0.005,0.38,0.18,7
2,0.0819,0.2358,1.7466,0.0024,0.0081,0.0445,0.1827,0.1257,0.0351,0.0171,0.0046,0.0494,0.0075,0.0007,0.00159,0.001,0.0033,0.0033,97.4305,0.0054,0.4,0.19,1
2,0.0819,0.2358,1.7466,0.0024,0.0081,0.0445,0.1827,0.1257,0.0351,0.0171,0.0046,0.0494,0.0075,0.0007,0.00159,0.001,0.0033,0.0033,97.4305,0.0054,0.4,0.19,2
3,0.07,0.25,1.72,0.002,0.008,0.03,0.18,0.13,0.033,0.023,0.003,0.051,0.003,0.0007,0.002,0.001,0.0034,0.003,97.4725,0.004,0.38,0.18,9
3,0.07,0.25,1.72,0.002,0.008,0.03,0.18,0.13,0.033,0.023,0.003,0.051,0.003,0.0007,0.002,0.001,0.0034,0.003,97.4725,0.004,0.38,0.18,7
3,0.06,0.25,1.74,0.002,0.007,0.04,0.17,0.14,0.031,0.02,0.004,0.052,0.005,0.0006,0.001,0.0007,0.004,0.0021,97.444,0.003,0.38,0.17,16
3,0.06,0.25,1.74,0.002,0.007,0.04,0.17,0.14,0.031,0.02,0.004,0.052,0.005,0.0006,0.001,0.0007,0.004,0.0021,97.444,0.003,0.38,0.17,16
3,0.07,0.2,1.73,0.002,0.007,0.03,0.2,0.12,0.035,0.024,0.004,0.05,0.008,0.0006,0.002,0.001,0.004,0.002,97.4911,0.005,0.39,0.18,11
3,0.07,0.2,1.73,0.002,0.007,0.03,0.2,0.12,0.035,0.024,0.004,0.05,0.008,0.0006,0.002,0.001,0.004,0.002,97.4911,0.005,0.39,0.18,4
3,0.07,0.2,1.73,0.002,0.007,0.03,0.2,0.12,0.035,0.024,0.004,0.05,0.008,0.0006,0.002,0.001,0.004,0.002,97.4911,0.005,0.39,0.18,5
3,0.07,0.2,1.73,0.002,0.007,0.03,0.2,0.12,0.035,0.024,0.004,0.05,0.008,0.0006,0.002,0.001,0.004,0.002,97.4911,0.005,0.39,0.18,2
3,0.07,0.2,1.73,0.002,0.007,0.03,0.2,0.12,0.035,0.024,0.004,0.05,0.008,0.0006,0.002,0.001,0.004,0.002,97.4911,0.005,0.39,0.18,3
3,0.07,0.2,1.73,0.002,0.007,0.03,0.2,0.12,0.035,0.024,0.004,0.05,0.008,0.0006,0.002,0.001,0.004,0.002,97.4911,0.005,0.39,0.18,17
3,0.07,0.24,1.71,0.002,0.009,0.04,0.18,0.15,0.033,0.02,0.004,0.05,0.003,0.0006,0.002,0.0016,0.0038,0.0029,97.4701,0.005,0.39,0.18,5
3,0.07,0.24,1.71,0.002,0.009,0.04,0.18,0.15,0.033,0.02,0.004,0.05,0.003,0.0006,0.002,0.0016,0.0038,0.0029,97.4701,0.005,0.39,0.18,7
3,0.06,0.23,1.72,0.002,0.009,0.02,0.18,0.11,0.028,0.018,0.005,0.05,0.002,0.0007,0.001,0.0011,0.0027,0.0021,97.5267,0.005,0.37,0.17,5
3,0.06,0.23,1.72,0.002,0.009,0.02,0.18,0.11,0.028,0.018,0.005,0.05,0.002,0.0007,0.001,0.0011,0.0027,0.0021,97.5267,0.005,0.37,0.17,2
3,0.07,0.26,1.71,0.002,0.013,0.05,0.18,0.15,0.034,0.02,0.007,0.052,0.002,0.0006,0.001,0.0011,0.0033,0.0033,97.4134,0.005,0.39,0.18,10
3,0.07,0.26,1.71,0.002,0.013,0.05,0.18,0.15,0.034,0.02,0.007,0.052,0.002,0.0006,0.001,0.0011,0.0033,0.0033,97.4134,0.005,0.39,0.18,9
3,0.07,0.24,1.72,0.001,0.007,0.03,0.17,0.14,0.036,0.02,0.004,0.046,0.004,0.0006,0.002,0.0015,0.0036,0.0023,97.4731,0.004,0.38,0.18,10
3,0.07,0.24,1.72,0.001,0.007,0.03,0.17,0.14,0.036,0.02,0.004,0.046,0.004,0.0006,0.002,0.0015,0.0036,0.0023,97.4731,0.004,0.38,0.18,14
3,0.07,0.22,1.7,0.002,0.008,0.03,0.17,0.13,0.035,0.021,0.005,0.05,0.003,0.0006,0.002,0.0014,0.0033,0.0019,97.5346,0.005,0.38,0.18,10
3,0.07,0.22,1.7,0.002,0.008,0.03,0.17,0.13,0.035,0.021,0.005,0.05,0.003,0.0006,0.002,0.0014,0.0033,0.0019,97.5346,0.005,0.38,0.18,13
3,0.07,0.25,1.72,0.002,0.009,0.03,0.17,0.17,0.035,0.019,0.004,0.05,0.004,0.0006,0.002,0.001,0.0036,0.0025,97.4471,0.005,0.39,0.18,15
3,0.07,0.25,1.72,0.002,0.009,0.03,0.17,0.17,0.035,0.019,0.004,0.05,0.004,0.0006,0.002,0.001,0.0036,0.0025,97.4471,0.005,0.39,0.18,14
3,0.0617,0.2367,1.725,0.0011,0.0094,0.0392,0.1747,0.1413,0.0363,0.019,0.0072,0.0481,0.0033,0.0006,0.00195,0.0011,0.0038,0.002,97.467,0.0052,0.38,0.17,4
3,0.0617,0.2367,1.725,0.0011,0.0094,0.0392,0.1747,0.1413,0.0363,0.019,0.0072,0.0481,0.0033,0.0006,0.00195,0.0011,0.0038,0.002,97.467,0.0052,0.38,0.17,2
3,0.0617,0.2367,1.725,0.0011,0.0094,0.0392,0.1747,0.1413,0.0363,0.019,0.0072,0.0481,0.0033,0.0006,0.00195,0.0011,0.0038,0.002,97.467,0.0052,0.38,0.17,6
3,0.0617,0.2367,1.725,0.0011,0.0094,0.0392,0.1747,0.1413,0.0363,0.019,0.0072,0.0481,0.0033,0.0006,0.00195,0.0011,0.0038,0.002,97.467,0.0052,0.38,0.17,6
3,0.0617,0.2367,1.725,0.0011,0.0094,0.0392,0.1747,0.1413,0.0363,0.019,0.0072,0.0481,0.0033,0.0006,0.00195,0.0011,0.0038,0.002,97.467,0.0052,0.38,0.17,5
3,0.0617,0.2367,1.725,0.0011,0.0094,0.0392,0.1747,0.1413,0.0363,0.019,0.0072,0.0481,0.0033,0.0006,0.00195,0.0011,0.0038,0.002,97.467,0.0052,0.38,0.17,5
